Bats,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,CFraming,Defense,Offense,RAR,WAR,WAROld,Dollars,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,UBR,GDPRuns,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xwOBA,xAVG,xSLG,XBR,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,AsCReview,AsCOverturned,AsCCorrect%,wAsCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TPA,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,Pos,EV90
R,122806.0,Snuffy Stirnweiss,NYY,1945,26.0,26 - 26,1945,1945,152.0,632.0,717.0,195.0,131.0,32.0,22.0,10.0,107.0,64.0,78.0,,62.0,1.0,,6.0,9.0,33.0,17.0,0.308544303,,,,,,,,,,,0.10878661,0.086471408,1.258064516,0.385372714,0.476265822,0.861638536,0.167721519,0.330357142,,,,,,,,,0.20920502,0.4038469116563703,39.462526858560224,119.61726666312612,37.87732745032706,18.0,20.846926225349307,6.567901134490967,2.1073338019195944,,24.567901134490967,37.154565724785854,84.67672688654572,8.818413304640885,8.818413304640885,,-0.7227617255412042,7.061131630691902,146.32200210715257,-0.7227617255412042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.94370495314217,117.3986566016537,107.841328412372,115.4989946759056,133.9371630800086,178.4538163961913,118.41043034792693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.71710526,152.0,717.0,Snuffy Stirnweiss,Snuffy Stirnweiss,2B,2B,1012546,NYY,NYY,9,,0.0,
L,116106.0,Tommy Holmes,BSN,1945,28.0,28 - 28,1945,1945,154.0,636.0,713.0,224.0,143.0,47.0,6.0,28.0,125.0,117.0,70.0,,9.0,4.0,,3.0,11.0,15.0,,0.352201257,,,,,,,,,,,0.098176718,0.01262272,7.777777777,0.419718309,0.577044025,0.996762334,0.224842768,0.32721202,,,,,,,,,0.15007013,0.46204915424467813,69.59727114918198,149.30484364660944,60.94421468409266,2.0,20.730625381693244,-6.580724716186523,2.5663822791539133,,-4.580724716186523,63.33376604169163,82.05004898635227,8.626093407358544,8.626093407358544,,2.3895513575989753,4.928619653514161,169.13105328314933,2.3895513575989753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.944191874918,109.05782806640725,17.583493402894327,122.43866472008054,153.07199638829994,216.54231936081462,114.44882571288217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.62987013,154.0,713.0,Tommy Holmes,Tommy Holmes,OF,OF,1005980,BSN,BSN,16,,0.0,
L,115283.0,Stan Hack,CHC,1945,35.0,35 - 35,1945,1945,150.0,597.0,702.0,193.0,155.0,29.0,7.0,2.0,110.0,43.0,99.0,,30.0,1.0,,5.0,4.0,12.0,,0.323283082,,,,,,,,,,,0.141025641,0.042735042,3.3,0.420373027,0.405360134,0.825733161,0.082077052,0.338053097,,,,,,,,,0.18660969,0.3981511933218629,35.712225266790426,114.19008766958717,28.933903553581274,9.0,20.41079806163907,-0.21461857855319977,2.526788723655045,,8.7853814214468,30.616556053806505,62.33952426054742,6.514535149129834,6.514535149129834,,1.682652500225231,4.970362173407038,133.33497516305107,1.682652500225231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.35697609484357,156.6557776878717,59.53006397031796,122.6296566210038,107.5295510903328,79.04703969121294,118.24070515579793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.52903226,155.0,702.0,Stan Hack,Stan Hack,3B,3B,1005183,CHC,CHC,17,,0.0,
R,117415.0,Eddie Lake,BOS,1945,29.0,29 - 29,1945,1945,133.0,473.0,586.0,132.0,93.0,27.0,1.0,11.0,81.0,51.0,106.0,,37.0,1.0,,6.0,9.0,9.0,7.0,0.279069767,,,,,,,,,,,0.180887372,0.063139931,2.864864864,0.412068965,0.410147991,0.822216956,0.131078224,0.284705882,,,,,,,,,0.26279863,0.39790029844333386,29.703515156153536,95.21352565193543,26.121703072432375,11.0,17.03807359561324,8.067901611328125,1.72231186600402,,19.067901611328125,24.587075510043597,62.41536258298898,6.511997283990846,6.511997283990846,,-1.5346275623887777,3.427027651755057,139.08688145752268,-1.5346275623887777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.67681088375218,195.20724534943764,78.74387838007111,123.50005453328731,115.34327222310085,139.4657612135914,102.04757737674733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.73248408,157.0,586.0,Eddie Lake,Eddie Lake,SS,SS,1007260,BOS,BOS,3,,0.0,
L,112146.0,Phil Cavarretta,CHC,1945,28.0,28 - 28,1945,1945,132.0,498.0,586.0,177.0,127.0,34.0,10.0,6.0,94.0,97.0,81.0,,34.0,4.0,,3.0,6.0,5.0,,0.355421686,,,,,,,,,,,0.138225255,0.058020477,2.382352941,0.449399656,0.5,0.949399656,0.144578314,0.373362445,,,,,,,,,0.20648464,0.44743541890106725,50.93646660396771,116.4464770997496,45.27820944735722,1.0,17.03807359561324,-5.660493850708008,2.1092566838487983,,-4.660493850708008,45.68182641310559,60.16866284185963,6.328112114947157,6.328112114947157,,0.4036169657483697,5.146962716532013,162.49162911898637,0.4036169657483697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1232212129523,153.54501964738012,80.82272874327259,131.0971969209557,132.63459091210584,139.24096256827855,130.59084258439086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.78064516,155.0,586.0,Phil Cavarretta,Phil Cavarretta,1B/OF,1B/OF,1002093,CHC,CHC,17,,0.0,
B,114525.0,Augie Galan,BRO,1945,33.0,33 - 33,1945,1945,152.0,576.0,696.0,177.0,125.0,36.0,7.0,9.0,114.0,92.0,114.0,,27.0,2.0,,4.0,10.0,13.0,,0.307291666,,,,,,,,,,,0.163793103,0.038793103,4.222222222,0.423410404,0.440972222,0.864382626,0.133680556,0.311111111,,,,,,,,,0.21551724,0.4133882147900631,43.16426147368416,120.97137291577324,34.1683999433802,1.0,20.236346796154976,-4.872959136962891,2.5051922388374805,,-3.8729591369628906,36.09043623285047,54.95901613088004,5.779743058814083,5.779743058814083,,1.9220362894702703,5.058668911277408,139.7050384399955,1.9220362894702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.50236833273775,181.94660026664707,54.038929064282506,123.51570894742609,116.97634053714464,128.7455136190249,108.817216800838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.49032258,155.0,696.0,Augie Galan,Augie Galan,OF,OF,1004440,BRO,BRO,22,,0.0,
B,112924.0,Roy Cullenbine,- - -,1945,31.0,31 - 31,1945,1945,154.0,536.0,657.0,146.0,95.0,28.0,5.0,18.0,83.0,93.0,113.0,,36.0,3.0,,5.0,11.0,2.0,0.0,0.272388059,,,,,,,,,,,0.171993911,0.05479452,3.138888888,0.40184049,0.44402985,0.84587034,0.171641791,0.265560165,,,,,,,,,0.25418569,0.4039715490092529,36.2212878192654,109.66851801675466,31.99242032569555,8.0,19.10241357050836,-6.481481418013573,1.9309878770727664,,1.5185185819864273,31.798850410093568,54.35077043966112,5.67889671740493,5.67889671740493,,-0.19356991560198367,3.3949841015609064,142.69813211828685,-0.19356991560198367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.12267063543838,185.60973719453202,68.33604225076544,120.43450642116791,124.87164871731424,182.62494201076123,95.18514803778673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.35099338,151.0,657.0,Roy Cullenbine,Roy Cullenbine,OF,OF,1002861,- - -,2 Tms,0,,0.0,
R,122749.0,Vern Stephens,SLB,1945,24.0,24 - 24,1945,1945,149.0,571.0,632.0,165.0,111.0,27.0,3.0,24.0,90.0,89.0,55.0,,70.0,1.0,,5.0,11.0,2.0,1.0,0.288966725,,,,,,,,,,,0.087025316,0.110759493,0.785714285,0.352472089,0.47285464,0.825326729,0.183887915,0.295597484,,,,,,,,,0.23575949,0.38725647002315977,27.114631101642132,97.76706562951613,23.461932286773205,0.0,18.375533297657967,8.88888931274414,1.857510408386588,,8.88888931274414,22.996139689268873,52.11807270805757,5.485964773419042,5.485964773419042,,-0.46579259750433266,3.446856981968719,132.55171301279117,-0.46579259750433266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4600079252663,93.91463883959983,138.13179564973453,105.63843897577121,132.97785838350322,195.65468054751182,105.95147142362808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.1038961,154.0,632.0,Vern Stephens,Vern Stephens,SS,SS,1012501,SLB,SLB,2,,0.0,
R,122666.0,Eddie Stanky,BRO,1945,28.0,28 - 28,1945,1945,153.0,555.0,726.0,143.0,108.0,29.0,5.0,1.0,128.0,39.0,148.0,,42.0,4.0,,19.0,7.0,6.0,,0.257657657,,,,,,,,,,,0.203856749,0.057851239,3.523809523,0.417256011,0.333333333,0.750589344,0.075675676,0.27734375,,,,,,,,,0.2630854,0.3757397445627453,25.031536046121715,106.19240229174912,15.647921863649486,3.0,21.10860312357545,6.629509449005127,2.613174662925303,,9.629509449005127,16.116508708041607,49.467795943547486,5.191214858858632,5.191214858858632,,0.46858684439212084,4.685517709761853,117.43212240068132,0.46858684439212084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.33089093787595,226.45057540646997,80.58697961340843,121.72037230157437,88.4230605196475,72.88198124405554,97.00641958784756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.68387097,155.0,726.0,Eddie Stanky,Eddie Stanky,2B,2B,1012406,BRO,BRO,22,,0.0,
R,117369.0,Whitey Kurowski,STL,1945,27.0,27 - 27,1945,1945,133.0,511.0,573.0,165.0,114.0,27.0,3.0,21.0,84.0,102.0,45.0,,45.0,5.0,,12.0,10.0,1.0,,0.322896281,,,,,,,,,,,0.078534031,0.078534031,1.0,0.383244206,0.510763209,0.894007415,0.187866928,0.323595505,,,,,,,,,0.19371728,0.4182465791489776,37.57240615687336,101.62912290445533,30.55497127673592,-1.0,16.660095853731036,0.359556645154953,2.0624643000774086,,-0.640443354845047,30.29361835489984,48.37573515386324,5.097305457419271,5.097305457419271,,-0.26135292183607817,3.140688626328193,143.12781703322958,-0.26135292183607817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.21536461172097,87.2381051703103,109.39818169072896,111.79857499222766,135.48973855733882,180.93150463399007,113.18387861551386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.69677419,155.0,573.0,Whitey Kurowski,Whitey Kurowski,3B,3B,1007215,STL,STL,28,,0.0,
