,IDfg,Season,Name,Team,Age,W,L,WAR,ERA,G,GS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Balls,Strikes,Pitches,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Starting,Start-IP,Relieving,Relief-IP,RAR,Dollars,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,FB% 2,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,SIERA,RS/9,E-F,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,Age Rng,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xERA
17,1013342,1925,Dazzy Vance,BRO,34,22,9,7.6,3.53,31,31,26,4,0,,265.1,1089,247,115,104,8,66,,10,3,0,221,,,,,,,,,,,,7.5,2.24,3.35,8.38,0.27,0.244,1.18,0.305,0.667,2.69,,,,,,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,64,,0.203,0.061,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,-0.6,-0.7,-1.3,34 - 34,0.142,,,,,,,2.48,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,78,343,81,51,86,80,103,102,287,84,,,,,,,,,,,,,,,,,,0,,,
6,1003390,1925,Pete Donohue,CIN,24,21,14,6.2,3.08,42,38,27,3,2,,301.0,1232,310,122,103,3,49,,2,0,0,78,,,,,,,,,,,,2.33,1.47,1.59,9.27,0.09,0.262,1.19,0.279,0.67,3.23,,,,,,,,,,,,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,79,,0.063,0.04,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,1.7,-0.2,1.5,24 - 24,0.024,,,,,,,3.91,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,51,163,90,17,92,81,94,103,89,55,,,,,,,,,,,,,,,,,,0,,,
0,1007843,1925,Dolf Luque,CIN,34,16,18,5.9,2.63,36,36,22,4,0,,291.0,1196,263,109,85,7,78,,2,8,0,140,,,,,,,,,,,,4.33,2.41,1.79,8.13,0.22,0.236,1.17,0.264,0.7020000000000001,3.28,,,,,,,,,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,80,,0.11699999999999999,0.065,,,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,2.8,-0.1,2.7,34 - 34,0.052000000000000005,,,,,,,3.57,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,84,184,79,41,83,80,89,108,165,90,,,,,,,,,,,,,,,,,,0,,,
2,1011008,1925,Eppa Rixey,CIN,34,21,11,4.9,2.88,39,36,22,2,1,,287.1,1186,302,109,92,8,47,,7,1,0,69,,,,,,,,,,,,2.16,1.47,1.47,9.46,0.25,0.267,1.21,0.279,0.716,3.55,,,,,,,,,,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,87,,0.057999999999999996,0.04,,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,1.7,1.7,3.4,34 - 34,0.019,,,,,,,3.97,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,51,150,91,48,94,83,94,110,82,55,,,,,,,,,,,,,,,,,,0,,,
3,1010161,1925,Herb Pennock,NYY,31,16,17,4.4,2.96,47,31,21,2,2,,277.0,1143,267,117,91,11,71,,2,3,0,88,,,,,,,,,,,,2.86,2.31,1.24,8.68,0.36,0.25,1.22,0.264,0.687,3.78,,,,,,,,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,88,,0.077,0.062,,,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,2.6,-0.1,2.5,31 - 31,0.015,,,,,,,4.01,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,65,161,85,82,88,80,89,105,113,70,,,,,,,,,,,,,,,,,,0,,,
24,1003707,1925,Howard Ehmke,BOS,31,9,20,4.4,3.73,34,31,22,0,1,,260.2,1134,285,141,108,8,85,,11,2,2,95,,,,,,,,,,,,3.28,2.93,1.12,9.84,0.28,0.275,1.42,0.296,0.649,3.88,,,,,,,,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,88,,0.084,0.075,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,0.0,-0.5,-0.5,31 - 31,0.009000000000000001,,,,,,,4.09,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,83,145,97,63,97,93,100,99,123,84,,,,,,,,,,,,,,,,,,0,,,
21,1008705,1925,Lee Meadows,PIT,30,19,10,4.1,3.67,35,31,20,1,1,,255.1,1092,272,128,104,11,67,,8,5,1,87,,,,,,,,,,,,3.07,2.36,1.3,9.59,0.39,0.267,1.33,0.284,0.66,3.87,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,89,,0.08,0.061,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,1.0,-0.5,0.5,30 - 30,0.018000000000000002,,,,,,,3.97,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,83,133,93,74,94,90,96,101,113,85,,,,,,,,,,,,,,,,,,0,,,
16,1005431,1925,Slim Harriss,PHA,28,19,12,4.0,3.49,46,33,15,2,1,,252.2,1104,263,118,98,8,95,,6,2,0,95,,,,,,,,,,,,3.38,3.38,1.0,9.37,0.28,0.262,1.42,0.283,0.6970000000000001,3.97,,,,,,,,,,,,,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,89,,0.086,0.086,,,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.9,0.6,1.6,28 - 28,0.0,,,,,,,4.19,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,96,130,92,65,93,93,96,107,126,97,,,,,,,,,,,,,,,,,,0,,,
14,1000128,1925,Pete Alexander,CHC,38,15,11,4.0,3.39,32,30,20,1,0,,236.0,977,270,106,89,14,29,,3,1,0,63,,,,,,,,,,,,2.4,1.11,2.17,10.3,0.53,0.286,1.27,0.295,0.6940000000000001,3.75,,,,,,,,,,,,,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,87,,0.064,0.03,,,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,0.1,1.3,1.4,38 - 38,0.035,,,,,,,3.77,0.10800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,39,223,99,101,101,86,99,106,91,41,,,,,,,,,,,,,,,,,,0,,,
44,1010972,1925,Jimmy Ring,PHI,30,14,16,4.0,4.37,38,37,21,1,0,,270.0,1239,325,166,131,14,119,,1,14,1,93,,,,,,,,,,,,3.1,3.97,0.78,10.83,0.47,0.29,1.64,0.307,0.6559999999999999,4.43,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,94,,0.075,0.096,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,-0.8,0.0,-0.8,30 - 30,-0.021,,,,,,,4.44,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,139,80,105,89,102,112,104,100,106,132,,,,,,,,,,,,,,,,,,0,,,
26,1003889,1925,Red Faber,CHW,36,12,11,4.0,3.78,34,32,16,1,0,,238.0,1009,266,117,100,8,59,,2,0,0,71,,,,,,,,,,,,2.68,2.23,1.2,10.06,0.3,0.281,1.37,0.297,0.665,3.72,,,,,,,,,,,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,87,,0.07,0.057999999999999996,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,-0.1,0.3,0.3,36 - 36,0.012,,,,,,,4.05,0.13699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,63,157,99,69,99,90,100,102,103,66,,,,,,,,,,,,,,,,,,0,,,
5,1006511,1925,Walter Johnson,WAS,37,20,7,3.9,3.07,30,29,16,3,0,,229.0,967,217,95,78,7,78,,7,1,0,108,,,,,,,,,,,,4.24,3.07,1.38,8.53,0.28,0.246,1.29,0.274,0.708,3.67,,,,,,,,,,,,,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,87,,0.11199999999999999,0.081,,,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,1.5,0.6,2.1,37 - 37,0.031,,,,,,,3.82,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,87,180,84,63,87,84,93,108,164,91,,,,,,,,,,,,,,,,,,0,,,
40,1001961,1925,Hal Carlson,PHI,33,13,14,3.9,4.23,35,32,18,4,0,,234.0,1024,281,131,110,19,52,,6,3,0,80,,,,,,,,,,,,3.08,2.0,1.54,10.81,0.73,0.291,1.42,0.302,0.6659999999999999,4.22,,,,,,,,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,,0.078,0.051,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,-0.3,0.3,0.0,33 - 33,0.027000000000000003,,,,,,,3.86,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,70,158,104,139,102,97,102,102,110,70,,,,,,,,,,,,,,,,,,0,,,
45,1004567,1925,Milt Gaston,SLB,29,15,14,3.8,4.41,42,30,16,0,1,,238.2,1065,284,146,117,8,101,,5,6,1,84,,,,,,,,,,,,3.17,3.81,0.83,10.71,0.3,0.296,1.61,0.318,0.644,4.17,,,,,,,,,,,,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,90,,0.079,0.095,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,-1.5,0.2,-1.3,29 - 29,-0.016,,,,,,,4.38,0.18100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,108,108,105,69,105,106,108,99,116,107,,,,,,,,,,,,,,,,,,0,,,
9,1011683,1925,Jack Scott,NYG,33,14,15,3.8,3.15,36,28,18,2,3,,239.2,1016,251,98,84,10,55,,4,1,0,87,,,,,,,,,,,,3.27,2.07,1.58,9.43,0.38,0.262,1.28,0.28,0.716,3.66,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,88,,0.086,0.054000000000000006,,,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.2,1.0,2.3,33 - 33,0.031,,,,,,,3.81,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,72,162,91,71,92,87,94,110,121,75,,,,,,,,,,,,,,,,,,0,,,
39,1010605,1925,Jack Quinn,- - -,41,13,11,3.6,4.13,37,29,12,0,0,,204.2,915,259,124,94,6,42,,6,2,0,43,,,,,,,,,,,,1.89,1.85,1.02,11.39,0.26,0.299,1.47,0.309,0.613,3.77,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,85,,0.047,0.046,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,-0.9,-1.0,-1.8,41 - 41,0.001,,,,,,,4.18,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,52,133,112,60,106,96,105,94,69,52,,,,,,,,,,,,,,,,,,0,,,
